"""GRPCOL""","""HUM""","""TEMP""","""PWRA"""
43583.46875,44,32.9,1561.8
43583.47222,44,32.9,1560
43583.47569,43,32.9,1570.2
43583.47917,43,32.9,1560.8
43583.48264,43,33,1559.6
43583.48611,43,33,1560.4
43583.48958,43,33,1562
43583.49306,43,33.1,1559.4
43583.49653,43,33.1,1552.4
43583.5,43,33.1,1549.4
43583.50347,43,33.2,1556.6
43583.50694,43,33.2,1551.4
43583.51042,42,33.2,1551.2
43583.51389,42,33.3,1556.8
43583.51736,42,33.3,1562.2
43583.52083,42,33.4,1560
43583.52431,42,33.4,1561.2
43583.52778,42,33.5,1560.6
43583.53125,42,33.5,1556.6
43583.53472,42,33.6,1561.4
43583.53819,41,33.6,1558.6
43583.54167,41,33.6,1555.2
43583.54167,41,33.6,1555.2
43583.54514,41,33.7,1554.6
43583.54861,41,33.7,1559.8
43583.55208,41,33.8,1564.6
43583.55556,41,33.8,1565
43583.55903,41,33.9,1567.2
43583.5625,41,33.9,1575.8
43583.56597,40,34,1570.8
43583.56944,40,34,1578.4
43583.57292,40,34.1,1582.2
43583.57639,40,34.2,1587.8
43583.57986,40,34.3,1629.2
43583.58333,40,34.4,864.8
43583.58681,40,34.5,674.4
43583.59028,39,34.5,676.6
43583.59375,39,34.6,615.8
43583.59722,39,34.7,174.6
43583.60069,39,34.7,1292.6
43583.60417,39,34.8,1586.6
43583.60764,39,34.9,1578.2
43583.61111,39,35,1560.8
43583.61458,39,35.1,1558.4
43583.61806,39,35.1,1550.2
43583.62153,39,35.2,1548.4
43583.625,39,35.3,1548.4
43583.62847,39,35.4,1548.6
43583.63194,39,35.4,1539.8
43583.63542,39,35.5,1532.2
43583.63889,38,35.6,1543.4
43583.64236,38,35.6,1536.4
43583.64583,38,35.7,1528.8
43583.64931,38,35.8,1531.2
43583.65278,38,35.8,1528.4
43583.65625,38,35.9,1528.8
43583.65972,38,36,1534.4
43583.66319,38,36,1525.4
43583.66667,38,36.1,1520.4
43583.67014,38,36.1,1527.8
43583.67361,38,36.2,1528
43583.67708,38,36.3,1522.4
43583.68056,37,36.3,1539.6
43583.68403,37,36.4,1537
43583.6875,37,36.4,1533.8
43583.69097,37,36.5,1528
43583.69444,37,36.5,1521
43583.69792,37,36.5,1515.6
43583.70139,37,36.6,1519.6
43583.70486,37,36.6,1525.4
43583.70833,37,36.7,1528.2
43583.71181,37,36.7,1531.2
43583.71528,37,36.7,1532.4
43583.71875,37,36.8,1531.6
43583.72222,37,36.8,1537.4
43583.72569,37,36.8,1538.6
43583.72917,37,36.8,1541.4
43583.73264,37,36.9,1538.4
43583.73611,37,36.9,1541
43583.73958,37,36.9,1529.2
43583.74306,37,36.9,1535.4
43583.74653,37,36.9,1531.2
43583.75,37,36.9,1534.4
43583.75347,37,37,1536.4
43583.75694,37,37,1545.8
43583.76042,37,37,1546.4
43583.76389,37,37,1552.8
43583.76736,37,37,1535.4
43583.77083,37,37,1560
43583.77431,37,37,1561.2
43583.77778,37,37,1554.6
43583.78125,37,37,1546.6
43583.78472,37,37,1553.6
43583.78819,37,37,1540.2
43583.79167,37,37,1571.4
43583.79514,36,37,1593.6
43583.79861,36,37,1553.2
43583.80208,37,36.9,1594.6
43583.80556,37,36.9,1729.4
43583.80903,37,36.9,1745
43583.8125,36,36.9,1749.8
43583.81597,36,36.9,1752
43583.81944,36,36.9,1712.6
43583.82292,36,36.9,1701
43583.82639,36,36.9,1752
43583.82986,36,36.9,1745
43583.83333,37,36.9,1716.6
43583.83681,37,36.8,1757.4
43583.84028,37,36.8,1746.8
43583.84375,37,36.8,1756.8
43583.84722,37,36.8,1754.4
43583.85069,36,36.8,1748.8
43583.85417,36,36.8,1748.6
43583.85764,36,36.8,1756.8
43583.86111,36,36.7,1911.4
43583.86458,36,36.7,1977.2
43583.86806,36,36.7,1967.2
43583.87153,36,36.7,1984
43583.875,36,36.7,1973.6
43583.87847,36,36.7,1978.8
43583.88194,36,36.6,1962.8
43583.88542,36,36.6,2020.8
43583.88889,36,36.6,2004.6
43583.89236,36,36.6,1980.6
43583.89583,36,36.6,1978.6
43583.89931,36,36.6,1986.8
43583.90278,36,36.5,1983.6
43583.90625,36,36.5,1920.6
43583.90972,36,36.5,1913.4
43583.91319,36,36.5,1913.2
43583.91667,36,36.5,1918.8
43583.92014,36,36.5,1911.6
43583.92361,36,36.4,1898.8
43583.92708,36,36.4,1882.4
43583.93056,36,36.4,1331.2
43583.93403,36,36.4,1331.2
43583.9375,36,36.4,1327.6
43583.94097,36,36.3,1329.8
43583.94444,36,36.3,1107.4
43583.94792,36,36.3,816.2
43583.95139,37,36.3,1943.2
43583.95486,37,36.3,1941.6
43583.95833,37,36.2,1924.6
43583.96181,37,36.2,1909
43583.96528,37,36.2,1893.2
43583.96875,37,36.2,1883.4
43583.97222,37,36.2,1867.6
43583.97569,37,36.1,1854.4
43583.97917,37,36.1,1855
43583.98264,37,36.1,1866.8
43583.98611,37,36.1,1862.4
43583.98958,37,36,1868.2
43583.99306,37,35.9,1864.2
43583.99653,37,35.2,1779.4
43584,36,34.7,1708.8
43584.00347,36,34.2,1747.2
43584.00694,36,33.8,5940.8
43584.01042,35,33.5,8590.6
43584.01389,35,33.2,8829.4
43584.01736,34,33,8755.6
43584.02083,34,32.7,8741.2
43584.02431,34,32.5,8759
43584.02778,34,32.3,8755.6
43584.03125,33,32.1,8606
43584.03472,34,32.1,8661
43584.03819,34,31.9,8651
43584.04167,34,31.7,8598
43584.04514,33,31.7,8771.8
43584.04861,34,31.6,8802.8
43584.05208,34,31.6,8626.8
43584.05556,34,31.4,8690.2
43584.05903,34,31.3,8751.2
43584.0625,34,31.3,8746.4
43584.06597,34,31.2,8746
43584.06944,34,31.1,8678
43584.07292,34,31,8734.6
43584.07639,34,30.9,8757.6
43584.07986,34,30.8,8779.8
43584.08333,34,30.6,8774.4
43584.08681,35,30.6,8678
43584.09028,35,30.6,8561.6
43584.09375,35,30.5,8531.4
43584.09722,35,30.3,8648.6
43584.10069,35,30.3,8741.8
43584.10417,35,30.1,8660
43584.10764,35,30.1,8574.2
43584.11111,35,30,8561.2
43584.11458,35,30,8567.6
43584.11806,35,29.9,8484.4
43584.12153,36,29.9,8552.2
43584.125,36,29.9,8571.8
43584.12847,36,29.8,8633.2
43584.13194,36,29.8,8691.6
43584.13542,36,29.8,8730.8
43584.13889,36,29.7,8724.2
43584.14236,36,29.7,8754.6
43584.14583,36,29.7,8761.8
43584.14931,36,29.6,8751.2
43584.15278,37,29.5,8751.4
43584.15625,36,29.5,8786.8
43584.15972,36,29.4,8793.4
43584.16319,37,29.3,8783.4
43584.16667,37,29.3,8772.4
43584.17014,37,29.2,8824
43584.17361,37,29.2,8786.2
43584.17708,37,29.1,8788
43584.18056,37,29.1,8810.8
43584.18403,37,29,8836.4
43584.1875,36,28.9,8797.6
43584.19097,36,28.8,8800.2
43584.19444,36,28.6,8745.6
43584.19792,36,28.6,8572
43584.20139,36,28.5,8577.2
43584.20486,36,28.4,8591.8
43584.20833,37,28.4,8618.4
43584.21181,37,29,8615.2
43584.21528,37,29.7,8647
43584.21875,38,30.1,8592.2
43584.22222,39,30.3,7861.8
43584.22569,39,30.5,1677
43584.22917,40,30.7,1667.6
43584.23264,40,30.8,1666
43584.23611,41,30.9,1667
43584.23958,42,30.9,1659.4
43584.24306,42,31,1657.6
43584.24653,43,31.1,1652.8
43584.25,43,31.1,1660
43584.25347,44,31.1,1655.6
43584.25694,44,31.2,1655.4
43584.26042,45,31.2,1649.2
43584.26389,45,31.3,1650.4
43584.26736,45,31.3,1826
43584.27083,46,31.3,1843.8
43584.27431,46,31.4,1842
43584.27778,47,31.4,1611.4
43584.28125,47,31.4,1243
43584.28472,47,31.5,1237.6
43584.28819,48,31.5,1240.4
43584.29167,48,31.5,1342.6
43584.29514,48,31.5,813.6
43584.29861,48,31.6,1130.6
43584.30208,48,31.6,1885
43584.30556,49,31.6,1898.2
43584.30903,49,31.6,1894.2
43584.3125,49,31.6,1869.6
43584.31597,49,31.7,1817.6
43584.31944,49,31.7,2205.8
43584.32292,49,31.7,2152
43584.32639,50,31.7,1812.6
43584.32986,50,31.7,1853.8
43584.33333,50,31.7,1846
43584.33681,50,31.7,1843.2
43584.34028,50,31.7,1868.6
43584.34375,50,31.7,1868.2
43584.34722,50,31.7,1872.4
43584.35069,50,31.8,1855.4
43584.35417,51,31.8,1865.8
43584.35764,50,31.9,1731.4
43584.36111,50,31.9,1708.6
43584.36458,50,31.9,1726.6
43584.36806,50,32,1734.2
43584.37153,50,32,1656.6
43584.375,50,32,1631.8
43584.37847,50,32,3783
43584.38194,50,32.1,4301.6
43584.38542,49,32.1,4326.4
43584.38889,49,32.2,4348.4
43584.39236,48,32.2,4290.6
43584.39583,48,32.2,2304.6
43584.39931,48,32.3,1726.4
43584.40278,47,32.3,1713
43584.40625,47,32.4,1708.8
43584.40972,46,32.4,1711.6
43584.41319,46,32.5,1890.6
43584.41667,46,32.5,1936.8
43584.42014,46,32.5,1868.8
43584.42361,45,32.6,2008.4
43584.42708,45,32.6,2723.8
43584.43056,45,32.7,2819.8
43584.43403,46,32.7,2141.4
43584.4375,45,32.8,2427
43584.44097,45,32.8,2252
43584.44444,45,32.9,2395.2
43584.44792,45,32.9,2477.2
43584.45139,45,33,1632.8
43584.45486,44,33.1,1637.4
43584.45833,44,33.1,1636
43584.46181,44,33.2,1614.6
43584.46528,44,33.2,1601.2
43584.46875,43,33.3,1596.4
43584.47222,43,33.4,1618
43584.47569,43,33.5,1598
43584.47917,42,33.6,1612.4
43584.48264,42,33.6,1611.4
43584.48611,41,33.7,1602.8
43584.48958,41,33.8,1634.4
43584.49306,41,33.9,1645.6
43584.49653,40,33.9,1653.8
43584.5,40,34,1624
43584.50347,40,34,1641.8
43584.50694,40,34.1,1643.2
43584.51042,40,34.2,1638.8
43584.51389,39,34.3,1612.8
43584.51736,39,34.5,1610
43584.52083,39,34.6,1620.2
43584.52431,38,34.7,1659
43584.52778,38,34.8,1505.4
43584.53125,38,34.9,1511.6
43584.53472,38,34.9,1507.2
43584.53819,38,35,1494.6
43584.54167,38,35.1,1443.8
43584.54514,38,35.2,1433.4
43584.54861,38,35.3,1441.6
43584.55208,38,35.4,1450.6
43584.55556,38,35.4,1452
43584.55903,38,35.6,1640.6
43584.5625,37,35.7,1679.6
43584.56597,37,35.7,1672.4
43584.56944,37,35.8,1671
43584.57292,36,35.9,3691.8
43584.57639,36,36,9750.8
43584.57986,35,36.1,10417.2
43584.58333,35,36.2,10477.4
43584.58681,35,36.3,10536.2
43584.59028,34,36.4,10493.6
43584.59375,34,36.5,10543.4
43584.59722,34,36.5,10504.8
43584.60069,34,36.6,5914.2
43584.60417,34,36.7,1531.6
43584.60764,34,36.8,1528.4
43584.61111,34,36.9,1523.6
43584.61458,34,37,1590
43584.61806,34,37.1,1515
43584.62153,34,37.1,1477.6
43584.625,34,37.3,1643.4
43584.62847,34,37.3,1411.4
43584.63194,34,37.3,1324
43584.63542,33,37.4,1132.2
43584.63889,33,37.5,951.8
43584.64236,33,37.3,742.2
43584.64583,34,37.2,472.2
43584.64931,34,37.1,1595
43584.65278,34,37.2,1685.6
43584.65625,34,37.2,1871.4
43584.65972,35,37.3,1851.2
43584.66319,35,37.3,1825.2
43584.66667,35,37.3,1813.6
43584.67014,35,37.3,1809.4
43584.67361,35,37.3,1815
43584.67708,35,37.4,1805.4
43584.68056,35,37.4,1797.2
43584.68403,35,37.5,1816.2
43584.6875,35,37.5,5253.2
43584.69097,35,37.5,10413.8
43584.69444,35,37.6,10885.8
43584.69792,35,37.6,10955.6
43584.70139,35,37.6,11007.2
43584.70486,35,37.6,10990.8
43584.70833,35,37.7,2130
43584.71181,34,37.7,1840.2
43584.71528,34,37.7,1839
43584.71875,34,37.8,1820
43584.72222,34,38,1628.4
43584.72569,34,38.2,1626.2
43584.72917,34,38.2,1633.8
43584.73264,34,38.3,1681.2
43584.73611,34,38.3,1586.4
43584.73958,34,38.3,1547
43584.74306,33,38.4,1543.4
43584.74653,33,38.4,1545.8
43584.75,33,38.4,1544
43584.75347,33,38.4,1545
43584.75694,32,38.4,1569
43584.76042,32,38.4,1787.8
43584.76389,32,38.4,1785.2
43584.76736,32,38.4,1792
43584.77083,32,38.4,1783.6
43584.77431,32,38.4,1638.6
43584.77778,32,38.4,1535.6
43584.78125,32,38.4,1529.4
43584.78472,32,38.4,1524.6
43584.78819,32,38.4,1556.2
43584.79167,32,38.4,1559.4
43584.79514,33,38.1,1578
43584.79861,33,37.9,2459
43584.80208,33,37.9,1724.6
43584.80556,33,38,1725
43584.80903,33,38.1,2144.2
43584.8125,33,38.2,2154.8
43584.81597,33,38.2,1822.4
43584.81944,33,38.2,1829
43584.82292,33,38.2,1807.2
43584.82639,33,38.2,1803.6
43584.82986,33,38.2,1803.6
43584.83333,33,38.2,1799.8
43584.83681,33,38.1,1802.2
43584.84028,33,38.1,1846.8
43584.84375,34,38.1,2048.8
43584.84722,34,38.1,2069.2
43584.85069,34,38.1,1814.2
43584.85417,34,38.1,1708.8
43584.85764,34,38,1764.6
43584.86111,34,38,1760.4
43584.86458,34,38,1753.2
43584.86806,34,38,1749.4
43584.87153,34,38,1757.8
43584.875,34,37.9,1758.6
43584.87847,35,37.9,1801.2
43584.88194,35,37.9,1889.6
43584.88542,35,37.9,1813.4
43584.88889,34,37.8,1824.4
43584.89236,35,37.5,1837
43584.89583,35,37.5,1819.8
43584.89931,36,37.6,1804
43584.90278,36,37.6,1848.6
43584.90625,36,37.6,2053.6
43584.90972,36,37.6,1778
43584.91319,35,37.6,1754.8
43584.91667,35,37.6,1776.8
43584.92014,35,37.6,1818.8
43584.92361,35,37.5,1795.8
43584.92708,35,37.5,1817
43584.93056,35,37.5,1801.2
43584.93403,35,37.5,1862.8
43584.9375,35,37.5,1822.4
43584.94097,35,37.4,1664.8
43584.94444,36,37.4,1661.2
43584.94792,36,37.4,1625.8
43584.95139,36,37.3,1607
43584.95486,36,37.3,1592.2
43584.95833,36,37.3,1557.8
43584.96181,36,37.3,1804
43584.96528,36,37.3,1812.2
43584.96875,36,37.3,1779.2
43584.97222,36,37.3,1815.2
43584.97569,36,37.3,1642.2
43584.97917,36,36.6,1425.8
43584.98264,36,36,1532
43584.98611,37,35.8,1586.8
43584.98958,36,35.2,1656.8
43584.99306,36,34.9,8354.2
43584.99653,36,34.6,8307.6
43585,36,34.4,8654
43585.00347,35,34.2,9232.8
43585.00694,35,34,9478.4
43585.01042,35,33.9,9491.4
43585.01389,35,33.8,9495.2
43585.01736,35,33.6,9482.2
43585.02083,34,33.5,9466
43585.02431,34,33.3,9472
43585.02778,34,33.1,9540.2
43585.03125,34,33,9535.4
43585.03472,34,32.8,9492.6
43585.03819,34,32.7,9527.6
43585.04167,34,32.6,9555.8
43585.04514,34,32.5,9669
43585.04861,34,32.2,9668.2
43585.05208,34,32.1,9590.6
43585.05556,34,32,9579.4
43585.05903,34,32,9471.6
43585.0625,34,31.9,9425.8
43585.06597,34,31.8,9540.6
43585.06944,34,31.7,9669.2
43585.07292,34,31.7,9666.2
43585.07639,34,31.7,9609
43585.07986,34,31.6,9351.8
43585.08333,34,31.5,8682.4
43585.08681,34,31.4,8706
43585.09028,34,31.3,8705.6
43585.09375,34,31.2,8735.4
43585.09722,35,31.2,8738.6
43585.10069,34,31.1,8756.6
43585.10417,34,31.1,8701.2
43585.10764,34,31,8724.6
43585.11111,35,30.9,8761.4
43585.11458,35,30.8,8808.8
43585.11806,35,30.7,8744.4
43585.12153,35,30.7,8684.6
43585.125,35,30.6,8708.6
43585.12847,35,30.5,8708.6
43585.13194,35,30.4,8689.8
43585.13542,35,30.4,8738.6
43585.13889,35,30.3,8693.6
43585.14236,35,30.2,8692.8
43585.14583,35,30.7,8663.2
43585.14931,35,31.4,8621.4
43585.15278,35,31.7,8645.4
43585.15625,35,32.1,8688.2
43585.15972,37,32.3,2109.2
43585.16319,38,32.3,1681
43585.16667,39,32.5,1678.8
43585.17014,39,32.5,1675.6
43585.17361,40,32.6,1849.6
43585.17708,40,32.7,1903.2
43585.18056,41,32.7,1900.2
43585.18403,41,32.8,1905.4
43585.1875,41,32.8,1909.4
43585.19097,41,32.9,1908.8
43585.19444,42,32.9,1912.4
43585.19792,42,32.9,1908.8
43585.20139,42,33,1912.2
43585.20486,42,33,1911.4
43585.20833,42,33,1913.2
43585.21181,42,33,1912.4
43585.21528,42,33,1912.4
43585.21875,43,33,1911
43585.22222,43,33.1,1922.2
43585.22569,42,32.6,1918.8
43585.22917,40,32,1917
43585.23264,39,31.6,1929
43585.23611,38,31.2,2386.6
43585.23958,37,30.9,8310.4
43585.24306,37,30.7,8514.6
43585.24653,36,30.5,8544.2
43585.25,36,30.3,8534.2
43585.25347,36,30.8,8530.4
43585.25694,36,31.4,8508.2
43585.26042,37,31.7,8543.6
43585.26389,37,31.8,7634.4
43585.26736,38,32,1661.4
43585.27083,38,32.1,1657.8
43585.27431,39,32.2,1735.4
43585.27778,40,32.3,1747
43585.28125,40,32.3,1742.6
43585.28472,41,32.3,1670
43585.28819,41,32.4,1617.4
43585.29167,42,32.5,1613
43585.29514,43,32.5,1608.8
43585.29861,43,32.5,1612.2
43585.30208,43,32.5,1611
43585.30556,44,32.5,1666.6
43585.30903,44,32.5,1859.4
43585.3125,44,32.5,1927.4
43585.31597,45,32.6,1954.6
43585.31944,45,32.6,1974
43585.32292,45,32.6,1958.2
43585.32639,45,32.6,1961.4
43585.32986,46,32.6,1519
43585.33333,46,32.6,1341
43585.33681,46,32.6,1237.6
43585.34028,46,32.7,1255.2
43585.34375,47,32.7,1252.8
43585.34722,47,32.7,780
43585.35069,47,32.7,1214.4
43585.35417,48,32.8,1785.4
43585.35764,48,32.8,1799
43585.36111,48,32.8,1796.4
43585.36458,49,32.8,1806.6
43585.36806,49,32.9,1755
43585.37153,49,32.9,1734.2
43585.375,49,32.9,1731.4
43585.37847,49,32.9,1749
43585.38194,49,32.9,1673.4
43585.38542,49,33,1684.6
43585.38889,49,33,1738
43585.39236,50,33.1,1817.6
43585.39583,50,33.1,3572.2
43585.39931,50,33.1,4240.6
43585.40278,50,33.2,2737.2
43585.40625,50,33.2,1714.6
43585.40972,51,33.3,1660.6
43585.41319,51,33.3,1733.4
43585.41667,50,33.4,1748
43585.42014,50,33.4,1740.6
43585.42361,50,33.4,1786.4
43585.42708,50,33.5,1730.6
43585.43056,49,33.6,1685.4
43585.43403,49,33.6,1669.8
43585.4375,49,33.7,1681.6
43585.44097,48,33.7,1677.2
43585.44444,48,33.8,1907
43585.44792,47,33.9,1763.2
43585.45139,47,33.9,1723.6
43585.45486,46,34,1711.8
43585.45833,46,34.1,1533.4
43585.46181,46,34.2,1555.6
43585.46528,45,34.3,1566
43585.46875,45,34.4,1556.2
43585.47222,45,34.4,1567.6
43585.47569,45,34.5,1553
43585.47917,45,34.5,1558.4
43585.48264,45,34.6,1549.8
43585.48611,45,34.7,1550.4
43585.48958,45,34.8,1553.8
43585.49306,45,34.8,1562.4
43585.49653,44,34.9,1798.6
43585.5,45,35,9049.4
43585.50347,45,34.9,9963.2
43585.50694,45,35,10249.6
43585.51042,45,35.1,11529.6
43585.51389,45,35.1,10483.2
43585.51736,45,35.2,10608.6
43585.52083,45,35.3,10358.2
43585.52431,44,35.4,10283.6
43585.52778,44,35.4,10180.8
43585.53125,44,35.5,10465.4
43585.53472,44,35.5,10261.6
43585.53819,44,35.6,10204.2
43585.54167,44,35.7,10255.4
43585.54514,43,35.7,10293.6
43585.54861,43,35.8,5079.2
43585.55208,43,35.8,10425.4
43585.55556,43,35.9,10427.6
43585.55903,43,36,10447.6
43585.5625,42,36,10642.4
43585.56597,42,36.1,10631.8
43585.56944,42,36.2,10382.6
43585.57292,41,36.2,10258.8
43585.57639,41,36.3,10307.6
43585.57986,41,36.4,10539
43585.58333,41,36.4,7285.4
43585.58681,40,36.5,1539.8
43585.59028,40,36.6,1528
43585.59375,40,36.7,1523.8
43585.59722,39,36.7,1514.6
43585.60069,39,36.8,1516.2
43585.60417,39,36.9,1596.8
43585.60764,39,36.9,1654.6
43585.61111,39,37,1406.2
43585.61458,39,37.1,1385.4
43585.61806,39,37.2,1387
43585.62153,38,37.3,1447
43585.625,38,37.3,1408.8
43585.62847,38,37.3,1363
43585.63194,38,37.3,1361
43585.63542,38,37.4,1383.8
43585.63889,38,37.3,1403.4
43585.64236,38,37,1377
43585.64583,38,36.9,1343.6
43585.64931,38,37,1349.6
43585.65278,38,37,1469.2
43585.65625,37,37.1,1586
43585.65972,37,37.1,1591
43585.66319,37,37.2,1586.2
43585.66667,37,37.2,1607.2
43585.67014,37,37.3,1587.6
43585.67361,37,37.3,1579.8
43585.67708,37,37.3,1588.2
43585.68056,36,37.3,1166
43585.68403,36,37.3,1120.2
43585.6875,36,37.3,1126.4
43585.69097,36,37.3,1129.8
43585.69444,36,37.3,1127.6
43585.69792,36,37.3,1130
43585.70139,36,37.3,1103
43585.70486,36,37.3,629
43585.70833,36,37.3,1207.4
43585.71181,36,37.4,1664.2
43585.71528,36,37.6,1680.6
43585.71875,36,37.7,1686.2
43585.72222,36,37.8,1679.2
43585.72569,36,37.9,1584.8
43585.72917,36,37.9,1456
43585.73264,36,38,1495.8
43585.73611,36,38,1759.8
43585.73958,36,38,7017.2
43585.74306,36,38.1,5843.6
43585.74653,36,38.1,1822
43585.75,36,38.1,2062.8
43585.75347,36,38.1,2084.8
43585.75694,36,38.1,2023.2
43585.76042,36,38.1,1989.2
43585.76389,36,38.1,2002.4
43585.76736,36,38.1,1995.8
43585.77083,36,38.1,2010.4
43585.77431,36,38.1,2003.8
43585.77778,36,38.1,1955
43585.78125,36,38.1,1875.8
43585.78472,36,38,1828
43585.78819,36,38,1841
43585.79167,36,38,1833.2
43585.79514,36,38,1807
43585.79861,36,38,1805
43585.80208,36,38,1849.2
43585.80556,36,37.9,1853.2
43585.80903,36,37.9,1850
43585.8125,36,37.9,1831.4
43585.81597,36,37.9,1810
43585.81944,36,37.9,1750
43585.82292,36,37.8,1727.4
43585.82639,36,37.8,1731.2
43585.82986,36,37.7,1842.2
43585.83333,36,37.5,1979.6
43585.83681,36,37.5,1968.6
43585.84028,36,37.5,1964.6
43585.84375,36,37.5,1903.8
43585.84722,36,37.5,1932
43585.85069,36,37.5,1984.2
43585.85417,36,37.5,1987.6
43585.85764,36,37.5,1987.4
43585.86111,36,37.4,1984.4
43585.86458,36,37.3,1932.6
43585.86806,36,37.1,1799.8
43585.87153,36,36.9,1738.6
43585.875,36,36.8,1757.2
43585.87847,36,36.7,1743.4
43585.88194,36,36.7,1760.4
43585.88542,36,36.6,1743.2
43585.88889,36,36.6,1752.4
43585.89236,36,36.6,1750.4
43585.89583,36,36.5,1747
43585.89931,36,36.5,1721.6
43585.90278,36,36.5,2369.6
43585.90625,36,36.4,4273.8
43585.90972,37,36.4,4299.4
43585.91319,37,36.4,4273.2
43585.91667,37,36.4,4280.4
43585.92014,37,36.4,1833.8
43585.92361,37,36.4,1806.4
43585.92708,38,36.3,1860.2
43585.93056,39,36.3,1828.2
43585.93403,39,36.3,1779.4
43585.9375,39,36.3,1783
43585.94097,38,35.8,1777
43585.94444,37,35.2,1730.8
43585.94792,37,34.8,1851.2
43585.95139,36,34.6,3535
43585.95486,36,34.2,8209.4
43585.95833,35,33.8,8572.6
43585.96181,35,33.6,8712.8
43585.96528,35,33.3,8867.2
43585.96875,34,33.2,8926.6
43585.97222,35,33.2,8764.2
43585.97569,35,33.1,8817.2
43585.97917,35,32.9,8847.4
43585.98264,35,32.8,8825.2
43585.98611,35,32.6,8813
43585.98958,35,32.6,8800.4
43585.99306,35,32.4,8688.8
43585.99653,35,32.3,8728
43586,35,32.1,8797.8
43586.00347,34,32,8663.2
43586.00694,34,31.9,8705.2
43586.01042,34,31.7,8635.4
43586.01389,34,31.6,8679.8
43586.01736,34,31.5,8643.4
43586.02083,34,31.4,8617.4
43586.02431,34,31.3,8526
43586.02778,34,31.2,8579.4
43586.03125,33,31,8494.8
43586.03472,33,31.3,8591.8
43586.03819,34,32.1,8151.8
43586.04167,34,32.6,8083.4
43586.04514,35,32.9,8173.8
43586.04861,35,33.1,3159.4
43586.05208,36,33.3,906.8
43586.05556,36,33.4,906.8
43586.05903,37,33.5,517.6
43586.0625,37,33.6,866.6
43586.06597,37,33.7,1687
43586.06944,38,33.4,1687.2
43586.07292,37,32.6,1689.4
43586.07639,36,32.1,1704.4
43586.07986,35,31.7,1695
43586.08333,35,31.4,5871.2
43586.08681,35,31.2,8561.4
43586.09028,34,31,8516.2
43586.09375,34,30.8,8593.4
43586.09722,34,30.6,8603.6
43586.10069,34,30.5,8501.8
43586.10417,34,30.4,8547
43586.10764,34,30.3,8647.4
43586.11111,34,30.2,8560.8
43586.11458,34,30.1,8674.8
43586.11806,34,30,8548.2
43586.12153,34,29.9,8584
43586.125,34,29.8,8582.6
43586.12847,34,29.7,8514.2
43586.13194,34,29.6,8563.8
43586.13542,34,29.5,8524
43586.13889,34,30.2,8629
43586.14236,34,30.8,8555
43586.14583,34,31.2,8538.2
43586.14931,34,31.5,8195.2
43586.15278,35,31.7,1715
43586.15625,35,31.8,1717.6
43586.15972,35,32,1731.6
43586.16319,36,31.5,1745.4
43586.16667,36,30.9,1736.4
43586.17014,36,30.5,1740.8
43586.17361,35,30.2,2081
43586.17708,35,30,8567.6
43586.18056,35,29.8,8631
43586.18403,35,29.7,8633.6
43586.1875,35,29.5,8716
43586.19097,35,29.4,8754.6
43586.19444,35,29.3,8674.2
43586.19792,35,29.2,8720.4
43586.20139,35,29.1,8649.6
43586.20486,35,28.9,8655.4
43586.20833,36,28.9,8579.4
43586.21181,35,29.4,8631.2
43586.21528,36,30.1,8641
43586.21875,36,30.5,8601.6
43586.22222,37,30.7,8465.6
43586.22569,37,30.9,1745.2
43586.22917,38,31.1,1741
43586.23264,38,31.2,1750
43586.23611,39,31.2,1741.6
43586.23958,40,31.3,1749.8
43586.24306,40,31.4,1752.4
43586.24653,41,31.4,1742.2
43586.25,41,31.5,1720.6
43586.25347,42,31.6,1722.8
43586.25694,43,31.6,1726
43586.26042,43,31.6,1725.4
43586.26389,43,31.7,1716
43586.26736,44,31.7,1928
43586.27083,44,31.7,1947.2
43586.27431,45,31.7,1940
43586.27778,45,31.7,1943.2
43586.28125,45,31.7,1927.6
43586.28472,46,31.7,1932
43586.28819,46,31.8,1940
43586.29167,46,31.9,1937.8
43586.29514,47,31.9,1945.8
43586.29861,47,32,1938.8
43586.30208,48,32,1938.4
43586.30556,48,32,1936
43586.30903,48,32,1951.6
43586.3125,48,32,1957.8
43586.31597,49,32,1923
43586.31944,49,32.1,1891.4
43586.32292,49,32.1,1905.2
43586.32639,49,32.1,1883
43586.32986,49,32.1,1879
43586.33333,49,32.1,1868.8
43586.33681,49,32.2,1858
43586.34028,49,32.2,1890.4
43586.34375,49,32.2,1947.8
43586.34722,49,32.2,1946.4
43586.35069,49,32.2,1932.6
43586.35417,49,32.2,1904.8
43586.35764,49,32.3,1879.8
43586.36111,49,32.3,1899.2
43586.36458,49,32.3,1898.2
43586.36806,49,32.3,1896
43586.37153,49,32.4,1899.4
43586.375,48,32.4,1909
43586.37847,48,32.4,1916
43586.38194,48,32.4,1854.4
43586.38542,48,32.4,1726.2
43586.38889,48,32.5,1722.2
43586.39236,48,32.5,1186.2
43586.39583,48,32.5,1377.8
43586.39931,48,32.6,3563
43586.40278,47,32.6,3587.6
43586.40625,48,32.6,2934.4
43586.40972,48,32.6,1067
43586.41319,48,32.7,1059.6
43586.41667,47,32.7,655.4
43586.42014,47,32.7,946.6
43586.42361,46,32.8,1778.2
43586.42708,46,32.8,1778.4
