"""GRPCOL""","""HUM""","""TEMP""","""PWRA"""
43586.43056,45,32.8,1782
43586.43403,45,32.8,1781.2
43586.4375,44,32.9,1771
43586.44097,44,32.9,1766.4
43586.44444,43,32.9,1754.4
43586.44792,43,33,1681
43586.45139,42,33,1684.6
43586.45486,42,33,1666
43586.45833,41,33.1,1666.2
43586.46181,40,33.1,1686.4
43586.46528,40,33.2,1688.2
43586.46875,39,33.2,1692.6
43586.47222,39,33.3,1685
43586.47569,39,33.3,1674.2
43586.47917,39,33.4,1672.6
43586.48264,38,33.5,1692.6
43586.48611,38,33.6,1694.2
43586.48958,38,33.6,1555.4
43586.49306,38,33.7,1566.6
43586.49653,38,33.7,1568
43586.5,37,33.8,1571.2
43586.50347,37,33.9,1558
43586.50694,37,33.9,1580.2
43586.51042,36,34,1577.8
43586.51389,36,34,4098.2
43586.51736,36,34.1,9326
43586.52083,37,34.2,9670.4
43586.52431,37,34.3,9893
43586.52778,37,34.4,10073.2
43586.53125,36,34.4,9933.4
43586.53472,36,34.5,9841.4
43586.53819,36,34.5,9971.4
43586.54167,36,34.6,9882.2
43586.54167,36,34.7,9882.2
43586.54514,36,34.7,9848.8
43586.54861,35,34.8,9943.6
43586.55208,35,34.9,10057.2
43586.55556,35,35,5605.2
43586.55903,34,35.1,1568.6
43586.5625,34,35.1,1574.8
43586.56597,33,35.2,1580.8
43586.56944,33,35.3,10960
43586.57292,33,35.4,11058.4
43586.57639,33,35.4,11140.2
43586.57986,33,35.5,10889.4
43586.58333,32,35.6,11094.6
43586.58681,32,35.7,11204.8
43586.59028,32,35.8,11205.4
43586.59375,32,35.9,11107.8
43586.59722,32,35.9,11044.8
43586.60069,32,36,2588
43586.60417,32,36.1,1571.2
43586.60764,32,36.2,1575.6
43586.61111,32,36.3,1571
43586.61458,31,36.2,1577.8
43586.61806,31,35.7,1562.2
43586.62153,30,35.3,1476.2
43586.625,30,35.1,1473.2
43586.62847,30,34.9,4513.8
43586.63194,30,34.3,8376.2
43586.63542,30,33.9,8692
43586.63889,30,33.9,7411.4
43586.64236,30,34.1,5912.4
43586.64583,31,34.2,8839.2
43586.64931,30,34.2,8948.6
43586.65278,30,34.4,9117.6
43586.65625,30,35,9070.2
43586.65972,30,35.3,8939.2
43586.66319,31,35.4,8792.2
43586.66667,31,35.7,5985.8
43586.67014,31,35.7,1681.4
43586.67361,31,35.8,1816
43586.67708,31,35.9,1748.2
43586.68056,31,35.9,1625.4
43586.68403,31,36,1883.2
43586.6875,32,36.2,1883
43586.69097,31,36.4,1885.6
43586.69444,31,36.5,1879
43586.69792,31,36.6,1877.6
43586.70139,31,36.4,1734.2
43586.70486,32,36.4,1699.4
43586.70833,32,36.4,1677.4
43586.71181,32,36.4,1711.8
43586.71528,32,36.4,1897.8
43586.71875,32,36.4,1896.4
43586.72222,32,36.4,1887.2
43586.72569,32,36.4,1907
43586.72917,32,36.5,1888
43586.73264,32,36.7,1875.8
43586.73611,32,36.7,1869.2
43586.73958,32,36.8,1873.8
43586.74306,32,36.8,1683
43586.74653,32,36.9,1564.4
43586.75,32,36.9,4848.2
43586.75347,32,36.9,1444.6
43586.75694,32,36.9,1204.8
43586.76042,32,36.9,943
43586.76389,32,36.9,875.6
43586.76736,32,36.9,431.4
43586.77083,32,36.9,1157.4
43586.77431,32,36.9,1514.2
43586.77778,32,36.9,1514.6
43586.78125,32,36.9,1526
43586.78472,33,36.9,1518.4
43586.78819,33,36.9,1511
43586.79167,33,36.9,1497.6
43586.79514,33,36.9,1492
43586.79861,33,36.9,1481
43586.80208,33,36.8,1501.6
43586.80556,33,36.8,1494.4
43586.80903,33,36.8,1540.4
43586.8125,34,36.8,1591.2
43586.81597,34,36.8,1601.8
43586.81944,34,36.5,1613.2
43586.82292,35,36.3,1609.4
43586.82639,35,36.4,1603
43586.82986,35,36.3,1542
43586.83333,35,36.4,1759.4
43586.83681,35,36.4,2293.2
43586.84028,35,36.2,1628
43586.84375,35,36.2,1694
43586.84722,36,36.1,1780.8
43586.85069,36,36.2,1946.8
43586.85417,36,36.3,2070.8
43586.85764,36,36.3,5068.8
43586.86111,36,36.4,4254.4
43586.86458,36,36.4,2716.8
43586.86806,36,36.4,3935.8
43586.87153,36,36.4,2151.2
43586.875,36,36.4,5145.8
43586.87847,36,36.3,9040.2
43586.88194,36,36.3,9647.4
43586.88542,36,36.3,9804.6
43586.88889,36,36.3,9878.2
43586.89236,36,36.3,9908.8
43586.89583,36,36.2,9910.6
43586.89931,36,36.2,9798.2
43586.90278,36,36.2,9823.2
43586.90625,35,36.2,9877.2
43586.90972,35,36.1,9898
43586.91319,35,36.1,10177.6
43586.91667,35,36.1,8185.8
43586.92014,35,36.1,1613.6
43586.92361,35,36.1,1595.6
43586.92708,35,36.1,1614
43586.93056,35,36,1612.2
43586.93403,35,35.8,1613.8
43586.9375,35,35.7,1594.4
43586.94097,36,35.6,1632.4
43586.94444,37,35.6,1665.2
43586.94792,37,35.5,1915
43586.95139,37,35.4,1904.2
43586.95486,37,34.8,1884.2
43586.95833,36,34.5,1926.8
43586.96181,35,34.1,1900
43586.96528,35,33.7,6433.8
43586.96875,35,33.4,8200.2
43586.97222,34,33.2,8529.2
43586.97569,34,33.1,8617.6
43586.97917,34,32.9,8674.6
43586.98264,33,32.5,8465.4
43586.98611,33,32.3,8335.6
43586.98958,32,32.1,8490.8
43586.99306,32,31.9,8387.8
43586.99653,33,31.8,8302.6
43587,33,31.7,8505.2
43587.00347,32,31.6,8573.4
43587.00694,32,31.4,8617.8
43587.01042,32,31.3,8781.8
43587.01389,32,31.2,8737
43587.01736,32,31.1,8785.4
43587.02083,32,30.9,8624.6
43587.02431,32,30.8,8553.8
43587.02778,32,30.7,8694.4
43587.03125,32,30.5,8568.6
43587.03472,32,30.5,8606.2
43587.03819,32,30.4,8557.8
43587.04167,32,30.3,8533.8
43587.04514,32,30.3,8509.4
43587.04861,32,30.2,8526.8
43587.05208,32,30.1,8503
43587.05556,32,30,8501.8
43587.05903,33,30,8449.2
43587.0625,33,29.9,8265.8
43587.06597,33,29.8,8470.8
43587.06944,33,29.8,8481.6
43587.07292,33,29.7,8354.8
43587.07639,33,29.6,8361
43587.07986,33,29.5,8410.4
43587.08333,33,29.4,8319.8
43587.08681,33,29.3,8359.8
43587.09028,33,29.2,8217.6
43587.09375,33,29.2,8272.2
43587.09722,33,29.1,8264.8
43587.10069,33,29,8011.6
43587.10417,34,28.9,7853.8
43587.10764,34,28.9,7866
43587.11111,34,28.8,7940.8
43587.11458,33,28.8,7970.4
43587.11806,34,28.7,7455.8
43587.12153,34,28.6,7823.8
43587.125,34,28.5,8491.8
43587.12847,34,28.5,8450
43587.13194,34,29,8475.4
43587.13542,34,29.8,8465.8
43587.13889,35,30.2,8431.8
43587.14236,35,30.5,8409.4
43587.14583,36,30.8,2922.6
43587.14931,36,30.9,1661
43587.15278,37,31.1,1652.6
43587.15625,37,31.2,1668.2
43587.15972,38,31.3,1660
43587.16319,38,31.4,1655.8
43587.16667,38,31.4,1654.2
43587.17014,39,31.5,1667.8
43587.17361,39,31.5,1677
43587.17708,40,31.6,1665.4
43587.18056,40,31.6,1659.4
43587.18403,41,31.6,1673.6
43587.1875,41,31.6,1680
43587.19097,41,31.6,1754.6
43587.19444,41,31.7,1870.2
43587.19792,41,31.7,1862.4
43587.20139,42,31.7,1878.4
43587.20486,42,31.7,1877.2
43587.20833,42,31.7,1863.8
43587.21181,42,31.7,1863.2
43587.21528,42,31.7,1878.6
43587.21875,42,31.7,1884.2
43587.22222,42,31.7,1878.8
43587.22569,42,31.7,1877
43587.22917,41,31.7,1864.4
43587.23264,41,31.7,1877.4
43587.23611,41,31.7,1879.2
43587.23958,41,31.8,1860.4
43587.24306,41,31.8,1864.8
43587.24653,41,31.8,1857
43587.25,41,31.8,1834.4
43587.25347,42,31.9,1826.2
43587.25694,42,31.9,1824
43587.26042,42,31.9,1838.4
43587.26389,41,31.9,1828.2
43587.26736,41,31.9,1840.4
43587.27083,41,31.9,1820.4
43587.27431,42,31.9,1817
43587.27778,42,31.9,1827.8
43587.28125,42,31.9,1824.4
43587.28472,42,31.9,1812.8
43587.28819,42,31.9,1822.2
43587.29167,42,31.9,1807.8
43587.29514,41,31.9,1813.8
43587.29861,41,31.9,1813.6
43587.30208,41,31.9,1817.2
43587.30556,41,31.9,1841
43587.30903,40,31.9,1842.2
43587.3125,40,31.9,1850.6
43587.31597,40,32,1863
43587.31944,40,32,1837
43587.32292,40,32,1800.6
43587.32639,40,32,1791.4
43587.32986,40,32,1837.4
43587.33333,39,32,1855.2
43587.33681,39,32,1853
43587.34028,39,32,1862.4
43587.34375,39,32,1822.8
43587.34722,39,32,1800.6
43587.35069,39,32,1811.4
43587.35417,38,32,1861.8
43587.35764,38,32,1877.4
43587.36111,37,32,1880.6
43587.36458,37,32.1,1700
43587.36806,37,32.1,1693.4
43587.37153,37,32.1,1681.4
43587.375,37,32.1,1664.4
43587.37847,37,32.2,1666.6
43587.38194,36,32.2,1721.2
43587.38542,37,32.2,1715.8
43587.38889,36,32.2,1709
43587.39236,36,32.3,1703.6
43587.39583,36,32.3,1700.8
43587.39931,35,32.3,1711.8
43587.40278,35,32.4,1727.6
43587.40625,36,32.4,1736.2
43587.40972,36,32.5,1732.4
43587.41319,36,32.5,1714.2
43587.41667,35,32.5,1741.8
43587.42014,35,32.6,1737.4
43587.42361,35,32.6,1734.2
43587.42708,35,32.6,4213.4
43587.43056,35,32.7,2058.4
43587.43403,35,32.8,1721
43587.4375,35,32.8,1693.8
43587.44097,35,32.9,1719
43587.44444,34,32.9,1752
43587.44792,34,33,1759.8
43587.45139,34,33,2339.2
43587.45486,34,33.1,1348.2
43587.45833,34,33.1,1343
43587.46181,34,33.2,1310
43587.46528,34,33.3,947
43587.46875,33,33.4,697.8
43587.47222,33,33.5,1727.8
43587.47569,33,33.5,1765.2
43587.47917,33,33.6,1482
43587.48264,33,33.7,1489.4
43587.48611,32,33.7,1468.2
43587.48958,32,33.8,1458.6
43587.49306,32,33.9,1452.6
43587.49653,32,33.9,1470.6
43587.5,32,34,1468
43587.50347,32,34.1,1493.8
43587.50694,31,34.1,1472
43587.51042,31,34.2,1466.2
43587.51389,31,34.3,1406
43587.51736,30,34.4,1385.8
43587.52083,30,34.4,1385
43587.52431,30,34.5,1383.4
43587.52778,30,34.5,1455.8
43587.53125,29,34.6,1474.4
43587.53472,29,34.7,1475
43587.53819,30,34.7,1463.4
43587.54167,29,34.8,1446.8
43587.54514,29,34.9,1417.4
43587.54861,29,34.9,1974.4
43587.55208,28,35,3831.2
43587.55556,28,35.1,3822
43587.55903,28,35.1,3964.4
43587.5625,28,35.2,3933.8
43587.56597,28,35.3,2869.8
43587.56944,27,35.4,1730.8
43587.57292,27,35.4,1699
43587.57639,28,35.4,1686.2
43587.57986,28,35.3,1684.4
43587.58333,27,35.3,1690.2
43587.58681,28,35.3,1623.8
43587.59028,28,35.4,1593.6
43587.59375,28,35.4,1751.2
43587.59722,27,35.5,1744.6
43587.60069,27,35.5,1767.8
43587.60417,28,35.6,1739
43587.60764,28,35.6,1647.6
43587.61111,28,35.7,1658
43587.61458,28,35.7,1648.8
43587.61806,28,35.8,1669
43587.62153,28,35.8,1683.4
43587.625,28,35.8,1674.2
43587.62847,27,36,1664
43587.63194,27,36.1,1633.2
43587.63542,27,36.1,1619
43587.63889,27,36.2,1624.6
43587.64236,26,36.3,1473.2
43587.64583,26,36.3,1450.4
43587.64931,25,36.4,1516.6
43587.65278,25,36.4,1465
43587.65625,25,36.2,1452.6
43587.65972,25,36.2,1447.8
43587.66319,25,36.2,1437.4
43587.66667,24,36.2,1528.2
43587.67014,24,36.2,1667.6
43587.67361,24,36.2,1637.6
43587.67708,24,36.3,1644.4
43587.68056,24,36.3,1640.8
43587.68403,24,36.5,1634
43587.6875,24,36.6,1638.2
43587.69097,24,36.6,1617
43587.69444,24,36.7,1539.8
43587.69792,23,36.7,1423
43587.70139,23,36.8,1431.6
43587.70486,23,36.8,1470.4
43587.70833,23,36.8,1476
43587.71181,23,36.9,1448.2
43587.71528,23,36.9,1454.6
43587.71875,23,36.9,1645.6
43587.72222,23,36.9,1608
43587.72569,23,36.9,1647.6
43587.72917,23,37,1660.4
43587.73264,23,36.8,1686.2
43587.73611,24,36.6,1586
43587.73958,24,36.6,1431.2
43587.74306,24,36.5,1429.8
43587.74653,24,36.5,1608.4
43587.75,24,36.5,1733.4
43587.75347,24,36.5,1662.8
43587.75694,24,36.6,1642.6
43587.76042,24,36.7,1597.2
43587.76389,25,36.8,1611.6
43587.76736,25,36.8,1548.4
43587.77083,25,36.8,1409.2
43587.77431,25,36.9,1437.8
43587.77778,25,36.9,1416.6
43587.78125,25,36.9,1527.2
43587.78472,25,36.9,1656.8
43587.78819,26,36.9,1606.2
43587.79167,26,36.8,1595.6
43587.79514,26,36.8,3420
43587.79861,27,36.8,9951
43587.80208,27,36.8,10182.8
43587.80556,28,36.6,10248.2
43587.80903,29,36.6,5595.6
43587.8125,29,36.4,1021.8
43587.81597,29,36.4,990.4
43587.81944,29,36.5,636
43587.82292,30,36.5,1078.8
43587.82639,30,36.6,1779.2
43587.82986,30,36.6,3009.4
43587.83333,29,36.6,4231.2
43587.83681,29,36.6,1792
43587.84028,30,36.6,3961.6
43587.84375,30,36.6,1606.4
43587.84722,30,36.6,3654.6
43587.85069,30,36.6,1596.6
43587.85417,29,36.6,1590.6
43587.85764,29,36.6,1606
43587.86111,29,36.6,1607.8
43587.86458,29,36.6,1604.2
43587.86806,29,36.6,1591.6
43587.87153,29,36.5,1586.2
43587.875,29,36.5,1582.2
43587.87847,29,36.5,1582.8
43587.88194,29,36.5,1577.2
43587.88542,29,36.5,1573.2
43587.88889,29,36.5,1573
43587.89236,29,36.4,1572.4
43587.89583,29,36.4,1571.8
43587.89931,29,36.4,1563.6
43587.90278,29,36.4,1552
43587.90625,30,36.4,1550.4
43587.90972,30,36.3,1552.6
43587.91319,30,36.3,1540
43587.91667,30,36.3,1506.4
43587.92014,30,36.3,1508.8
43587.92361,30,36.3,1520
43587.92708,30,36.2,1543
43587.93056,30,36.2,1558.4
43587.93403,30,36.2,1600.4
43587.9375,30,36.2,1537.4
43587.94097,30,36.1,1491
43587.94444,30,36.1,1461.2
43587.94792,30,36.1,1457.8
43587.95139,30,36,1464.2
43587.95486,30,36,1383.8
43587.95833,30,36,1377
43587.96181,30,36,1566.6
43587.96528,29,35.6,1666.2
43587.96875,29,35,1660.8
43587.97222,28,34.4,1602.6
43587.97569,28,33.9,1621.4
43587.97917,28,33.4,7277.6
43587.98264,28,33.1,9046
43587.98611,28,33.3,9318.8
43587.98958,28,33,9340
43587.99306,28,32.7,9403.8
43587.99653,28,32.4,9445.6
43588,28,32.2,9393.4
43588.00347,28,32,9371
43588.00694,28,31.7,9266.4
43588.01042,28,31.7,9313.2
43588.01389,28,31.6,9349.6
43588.01736,28,31.4,9312.4
43588.02083,28,31.3,9405.2
43588.02431,28,31.1,9426
43588.02778,28,31,9381.4
43588.03125,28,30.9,9359.6
43588.03472,28,30.8,9298
43588.03819,28,30.7,9438.6
43588.04167,28,30.6,9451.4
43588.04514,28,30.5,9299.8
43588.04861,28,30.4,9412.8
43588.05208,28,30.2,9482.8
43588.05556,28,30.2,9451.6
43588.05903,28,30.1,9513.6
43588.0625,27,30,9545.4
43588.06597,27,29.9,9498.2
43588.06944,27,29.8,9271.8
43588.07292,27,29.7,8585.2
43588.07639,27,29.7,8504.2
43588.07986,27,29.6,8558.8
43588.08333,28,29.5,8507
43588.08681,28,29.5,8542.6
43588.09028,28,29.3,8543.4
43588.09375,28,29.3,8544.2
43588.09722,28,29.2,8601
43588.10069,28,29.2,8614.6
43588.10417,28,29.1,8556.8
43588.10764,28,29,8600.6
43588.11111,28,28.9,8581.4
43588.11458,28,28.8,8595.6
43588.11806,28,28.8,8601.4
43588.12153,28,28.7,8607.8
43588.125,28,28.6,8536.4
43588.12847,28,28.5,8517.4
43588.13194,28,28.5,8564.8
43588.13542,28,28.4,8563.2
43588.13889,28,28.4,8563.8
43588.14236,28,28.3,8543.4
43588.14583,28,29,8567.8
43588.14931,27,29.7,8605
43588.15278,27,30.1,8138.6
43588.15625,28,30.4,8072.4
43588.15972,28,30.6,1331.4
43588.16319,28,30.8,883
43588.16667,28,30.9,781.8
43588.17014,29,31,352.6
43588.17361,29,31.1,1361.2
43588.17708,29,31.1,1702.6
43588.18056,30,31.2,1698.2
43588.18403,30,31.2,1686.4
43588.1875,30,31.3,1676.8
43588.19097,31,31.3,1679
43588.19444,31,31.4,1666
43588.19792,31,31.4,1657
43588.20139,32,31.4,1669.6
43588.20486,32,31.5,1870.6
43588.20833,32,31.5,1876
43588.21181,32,31.5,1868
43588.21528,32,31.6,1875
43588.21875,32,31.6,1869.4
43588.22222,33,31.6,1860.6
43588.22569,33,31.7,1855.4
43588.22917,33,31.7,1853.4
43588.23264,33,31.7,1852.2
43588.23611,33,31.7,1849.8
43588.23958,33,31.7,1844.8
43588.24306,33,31.7,1847
43588.24653,33,31.7,1829.4
43588.25,33,31.7,1816.4
43588.25347,33,31.7,1813.8
43588.25694,33,31.7,1834.8
43588.26042,33,31.7,1833.6
43588.26389,33,31.7,1838.2
43588.26736,33,31.7,1828.2
43588.27083,33,31.7,1787.8
43588.27431,33,31.7,1756.6
43588.27778,33,31.7,1746
43588.28125,33,31.7,1822.4
43588.28472,32,31.7,1789.6
43588.28819,32,31.7,1801.8
43588.29167,32,31.7,1806.4
43588.29514,32,31.7,1834.4
43588.29861,32,31.7,1871.4
43588.30208,32,31.7,1876.2
43588.30556,32,31.7,1856.8
43588.30903,32,31.7,1853
43588.3125,32,31.7,3456
43588.31597,32,31.7,4366.4
43588.31944,32,31.7,3471.6
43588.32292,33,31.7,1883.8
43588.32639,33,31.7,1832
43588.32986,33,31.7,1683.4
43588.33333,33,31.7,1690
43588.33681,33,31.7,1697.6
43588.34028,34,31.7,1796
43588.34375,34,31.7,1720.8
43588.34722,33,31.7,1684.6
43588.35069,33,31.7,1694.4
43588.35417,33,31.7,1706.8
43588.35764,33,31.7,1672.4
43588.36111,33,31.7,1511.2
43588.36458,33,31.7,1538.6
43588.36806,33,31.7,1550.2
43588.37153,33,31.7,1987
43588.375,33,31.7,2611.6
43588.37847,33,31.7,2904.8
43588.38194,33,31.8,2003
43588.38542,33,31.8,2481.4
43588.38889,32,31.9,1983.8
43588.39236,33,31.9,2616.8
43588.39583,33,32,2055.2
43588.39931,34,32,1489.2
43588.40278,34,32.1,1522.2
43588.40625,34,32.1,1544.4
43588.40972,34,32.2,1546.2
43588.41319,34,32.2,1729.8
43588.41667,34,32.3,1703.8
43588.42014,33,32.3,1747.4
43588.42361,33,32.4,1709.6
43588.42708,34,32.4,1662.4
43588.43056,33,32.5,1630.2
43588.43403,33,32.5,1626.8
43588.4375,33,32.6,1668.8
43588.44097,33,32.6,1729.8
43588.44444,33,32.7,1716.8
43588.44792,33,32.8,1711.2
43588.45139,33,32.8,1680.2
43588.45486,33,32.9,1494
43588.45833,33,33,1428.8
43588.46181,33,33,1372.2
43588.46528,33,33.1,1376.2
43588.46875,32,33.2,1437
43588.47222,32,33.2,1442.8
43588.47569,32,33.3,1479.8
43588.47917,32,33.4,1490.2
43588.48264,32,33.5,1428.2
43588.48611,32,33.5,1389
43588.48958,32,33.6,1391.4
43588.49306,32,33.7,1390.8
43588.49653,32,33.7,1376.6
43588.5,33,33.7,1305.4
43588.50347,33,33.8,831.6
43588.50694,33,33.9,785.4
43588.51042,33,34,1209.8
43588.51389,32,34.1,2266.8
43588.51736,32,34.2,651.8
43588.52083,32,34.3,619.2
43588.52431,32,34.4,1440.6
43588.52778,32,34.5,1419.6
43588.53125,31,34.5,1366.8
43588.53472,31,34.6,1385.8
43588.53819,31,34.7,1388.8
43588.54167,31,34.8,1370.6
43588.54514,30,34.9,1372.4
43588.54861,30,35,1375.4
43588.55208,30,35.1,1414.6
43588.55556,29,35.2,1404.2
43588.55903,29,35.3,1401.2
43588.5625,28,35.3,1456.4
43588.56597,28,35.4,1444.8
43588.56944,28,35.5,1428.6
43588.57292,28,35.6,1443.2
43588.57639,28,35.7,1455.6
43588.57986,28,35.8,1636.8
43588.58333,27,35.9,1639.4
43588.58681,27,35.9,1500.2
43588.59028,27,36,1521.4
43588.59375,27,36.1,1520.4
43588.59722,27,36.2,1521.2
43588.60069,27,36.3,1530.6
43588.60417,28,36.4,1575.4
43588.60764,28,36.4,1713.6
43588.61111,28,36.5,1695.2
43588.61458,28,36.6,1739.6
43588.61806,28,36.6,1700.2
43588.62153,28,36.7,1688.6
43588.625,28,36.8,1666.8
43588.62847,28,36.8,1677.2
43588.63194,28,36.9,1624.4
43588.63542,28,37,1630.8
43588.63889,27,37,1620.2
43588.64236,27,37.1,1623.6
43588.64583,27,37.2,1598
43588.64931,27,37.3,1622.6
43588.65278,27,37.3,1608.6
43588.65625,27,37.3,1619.2
43588.65972,27,37.3,1625
43588.66319,27,37.3,1586.6
43588.66667,27,37.3,1579.8
43588.67014,27,37,1587.2
43588.67361,27,36.9,1636.2
43588.67708,27,36.9,1613.6
43588.68056,27,36.9,1680.8
43588.68403,27,36.9,1847.2
43588.6875,27,36.9,2050
43588.69097,27,37,2039
43588.69444,27,37,2046.2
43588.69792,27,37,2052.8
43588.70139,27,37.1,2021.4
43588.70486,27,37.1,1808.6
43588.70833,27,37.1,1757.4
43588.71181,27,37.2,1746
43588.71528,27,37.2,1755.4
43588.71875,27,37.2,1783.4
43588.72222,27,37.2,1797.2
43588.72569,28,37.3,1785.6
43588.72917,28,37.4,1795.8
43588.73264,28,37.5,1788
43588.73611,28,37.6,1818.8
43588.73958,28,37.7,1643
43588.74306,28,37.7,1387.6
43588.74653,27,37.7,1387
43588.75,27,37.7,1420.4
43588.75347,27,37.7,1475.6
43588.75694,27,37.7,1467.4
43588.76042,27,37.7,1498
43588.76389,27,37.7,1485.8
43588.76736,27,37.7,1492
43588.77083,26,37.7,1484.6
43588.77431,26,37,1450.6
43588.77778,26,36.4,1494.8
43588.78125,26,36.2,1623.2
43588.78472,25,36.6,1507.8
43588.78819,25,36.9,7629.6
43588.79167,25,37.1,8444.6
43588.79514,25,37.2,7562.4
43588.79861,25,37.3,1483.2
43588.80208,25,37.2,1486.2
43588.80556,25,37,1538.6
43588.80903,25,37,1782
43588.8125,26,37.1,1817
43588.81597,26,36.9,1765.2
43588.81944,27,37,1740.4
43588.82292,27,37.1,2093.2
43588.82639,27,37.2,1924.4
43588.82986,27,37.2,1737.6
43588.83333,27,37.2,1489.6
43588.83681,27,37.2,1479
43588.84028,27,37.2,1485.2
43588.84375,27,37.2,1488.2
43588.84722,27,37.2,1474.8
43588.85069,27,37.2,949.2
43588.85417,27,37.1,708.6
43588.85764,28,37.1,708
43588.86111,28,37.1,704.6
43588.86458,28,37.1,533.8
43588.86806,28,37.1,231.4
43588.87153,28,37,1338.4
43588.875,28,37,1542.2
43588.87847,28,37,1530.8
43588.88194,30,37,1540.6
43588.88542,29,36.7,1584.8
43588.88889,29,36.7,1577
43588.89236,30,36.8,1601.2
43588.89583,30,36.8,1652.4
43588.89931,29,36.8,1751.8
43588.90278,29,36.8,1563.4
43588.90625,29,36.8,1587.4
43588.90972,30,36.7,1618
43588.91319,29,36.7,1521
43588.91667,29,36.7,1517.6
43588.92014,29,36.7,1566.6
43588.92361,29,36.7,1542.4
43588.92708,29,36.6,1518.8
43588.93056,29,36.6,1518.8
43588.93403,29,36.6,1738.6
43588.9375,29,36.6,1730.2
43588.94097,29,36.5,1781.8
43588.94444,29,36.5,1764.6
43588.94792,29,36.5,1709
43588.95139,29,36.5,1726.6
43588.95486,29,36.4,1714
43588.95833,29,35.7,1707.4
43588.96181,28,35.2,1686.2
43588.96528,28,34.7,1656.8
43588.96875,28,34.2,2672.4
43588.97222,28,33.8,8549
43588.97569,28,33.5,8899.8
43588.97917,27,33.2,9067
43588.98264,27,32.9,9354.2
43588.98611,27,32.7,9345.4
43588.98958,27,32.5,9192.8
43588.99306,27,32.3,9198.2
43588.99653,27,32.1,9304.8
43589,27,32,9431.2
43589.00347,27,31.7,9411.4
43589.00694,27,31.7,9340.8
43589.01042,26,31.7,9460.8
43589.01389,26,31.5,9466.8
43589.01736,26,31.4,9504.8
43589.02083,26,31.2,9535.8
43589.02431,26,31.1,9461.8
43589.02778,26,31,9460.6
43589.03125,26,30.8,9494.6
43589.03472,26,30.8,9398.4
43589.03819,26,30.7,9500.4
43589.04167,26,30.6,9525.8
43589.04514,26,30.5,9065.6
43589.04861,26,30.4,8556.8
43589.05208,26,30.4,8483.2
43589.05556,26,30.3,8583.6
43589.05903,26,30.2,8545.2
43589.0625,26,30,8521.8
43589.06597,26,29.9,8628.4
43589.06944,26,29.8,8610.4
43589.07292,26,29.7,8527
43589.07639,26,29.6,8547.6
43589.07986,26,29.6,8528
43589.08333,27,29.7,8495.2
43589.08681,27,30.6,8540.2
43589.09028,27,31.1,8528.8
43589.09375,27,31.5,8570.8
43589.09722,28,31.7,6796.8
43589.10069,28,31.7,1857.2
43589.10417,28,32,1845.6
43589.10764,28,32.1,1848.2
43589.11111,28,32.1,1850.6
43589.11458,29,32.2,1850.6
43589.11806,29,32.3,1847.2
43589.12153,29,32.3,1853.8
43589.125,29,32.4,1863
43589.12847,30,32.4,1859
43589.13194,30,32.5,1858.6
43589.13542,30,32.5,1860.2
43589.13889,30,32.5,1862.4
43589.14236,30,32.5,1867
43589.14583,31,32.6,1861
43589.14931,31,32.6,1867.6
43589.15278,31,32.6,1871.2
43589.15625,31,32.6,1870.8
43589.15972,31,32.6,1874.6
43589.16319,32,32.6,1858.4
43589.16667,32,32.6,1884.4
43589.17014,32,32.6,1862
43589.17361,32,32.6,1865.4
43589.17708,33,32.7,1867.2
43589.18056,33,32.7,1865.8
43589.18403,33,32.7,1872.6
43589.1875,34,32.7,1874
43589.19097,34,32.7,1868.2
43589.19444,34,32.7,1877.8
43589.19792,34,32.7,1769.2
43589.20139,34,32.7,1246.2
43589.20486,35,32.7,1245.8
43589.20833,35,32.7,1247.4
43589.21181,35,32.7,1230.6
43589.21528,35,32.7,720
43589.21875,35,32.7,1414
43589.22222,35,32.6,1909.8
43589.22569,34,32,1899.2
43589.22917,33,31.4,1892.8
43589.23264,32,31,1886
43589.23611,31,30.7,4246.2
43589.23958,31,30.4,8131.4
43589.24306,32,30.4,8288
43589.24653,31,30.2,8297.8
43589.25,30,30,8279
43589.25347,31,29.9,8306
43589.25694,31,30.2,8294.8
43589.26042,31,30.7,8227.2
43589.26389,32,31,8293.4
43589.26736,32,31.2,8365
43589.27083,33,31.4,4524.2
43589.27431,34,31.5,1830.2
43589.27778,34,31.5,1826.2
43589.28125,34,31.6,1829.4
43589.28472,34,31.6,1834.8
43589.28819,34,31.6,1864.4
43589.29167,34,31.6,1892.8
43589.29514,34,31.7,1788.4
43589.29861,35,31.7,1692.6
43589.30208,35,31.7,1717.4
43589.30556,35,31.7,1712.2
43589.30903,35,31.7,1687.6
43589.3125,35,31.7,1680.2
43589.31597,35,31.7,1662.6
43589.31944,35,31.7,1674.6
43589.32292,35,31.7,1715
43589.32639,35,31.7,1694.8
43589.32986,35,31.7,1750.2
43589.33333,36,31.7,3999
43589.33681,36,31.7,4185.6
43589.34028,36,31.7,1671.6
43589.34375,36,31.7,1736.8
43589.34722,36,31.7,1740.2
43589.35069,36,31.7,3337.4
43589.35417,36,31.7,4250.2
43589.35764,36,31.7,4785.4
43589.36111,37,31.7,1882.8
43589.36458,37,31.8,2580
43589.36806,37,31.8,2666.6
43589.37153,37,31.9,2396.6
43589.375,37,31.9,2177.8
43589.37847,37,32,2574.8
43589.38194,37,32,2041
